Exporters	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	Imported value in 2021	Imported value in 2022	
"Slovakia"	3	2	3	1	3	4	21	1	20	2	
"Bolivia, Plurinational State of"	0	0	0	0	0	5	0	55	1538	0	
"Georgia"	0	0	0	0	0	0	0	0	0	0	
"Nigeria"	0	0	0	0	0	1	2	0		0	
"Panama"	36	48	39	0	0	2	1	1	11	0	
"Zimbabwe"	0	0	0	0	0	0	0	0		0	
"United Arab Emirates"	9	6	17	17	3	0	3	0	0	0	
"Egypt"	0	2	1	5	21	0	0	0	2956	0	
"British Virgin Islands"	0	6	0	0	0	1	0	0			
"Christmas Island"	0	0	0	0	0	0	0	2			
"Cocos (Keeling) Islands"	0	0	0	0	0	0	0	16	12		
"Korea, Democratic People's Republic of"	445	49	69	37	38	0	0	0			
"Oceania Nes"	0	0	0	0	0	11	0	0			
"United States Minor Outlying Islands"	0	0	0	0	0	0	1	0			
"Bangladesh"	0	1	0	0	0	0	0	1	6		
"Botswana"	0	0	1	0	0	0	0	0			
"Belize"	0	2	0	0	0	0	0	0			
"Myanmar"	0	0	0	0	0	0	0	0			
"Cabo Verde"	14	0	0	0	0	0	0	0			
"Cyprus"	0	0	0	0	0	0	0	0			
"Ecuador"	0	0	1	0	4	0	0	430	452		
"El Salvador"	5	0	0	4	17	45	2	0	20		
"Gabon"	0	0	0	0	0	0	0	0			
"Ghana"	0	0	0	0	0	0	0	1			
"Grenada"	0	0	0	0	0	0	0	0			
"Haiti"	6	3	0	0	0	0	0	0			
"Iceland"	52	1	0	0	0	0	0	0			
"Jamaica"	0	0	2	0	0	0	0	0			
"Kenya"	0	0	3	0	0	1	0	0			
"Liberia"	0	0	0	0	1	0	0	0			
"Macao, China"	4	0	0	9	0	0	11	0			
"Madagascar"	3	0	0	0	0	0	0	0			
"Mauritius"	10	0	0	0	0	0	0	0			
"Nepal"	3	0	0	0	0	0	0	0			
"Curaçao"	0	0	0	0	0	0	0	0			
"New Zealand"	3	753	0	0	159	194	27	6	0		
"Nicaragua"	39	0	0	0	0	0	0	0			
"Niger"	18	31	0	0	0	0	0	0			
"Qatar"	0	0	0	1	0	0	0	0			
"Saudi Arabia"	0	0	0	0	0	0	0	0			
"Macedonia, North"	0	2	0	0	0	0	0	0			
"Uzbekistan"	0	0	0	0	46	47	0	0			
"Samoa"	0	0	20	2	0	58	0	0			
"Zambia"	0	0	0	0	0	0	0	0			
