Exporters	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	Imported value in 2021	Imported value in 2022	
"Sri Lanka"	3	0	4	4	81	163	190	190	272	262	
"Portugal"	27	2	30	0	295	853	984	625	433	257	
"Denmark"	149	257	243	486	378	350	20	14	231	132	
"Slovenia"	403	1099	360	1588	142	454	78	459	201	117	
"Niger"	0	0	0	0	0	0	0	0		98	
"Hong Kong, China"	1457	1404	2858	2133	2777	2826	2492	332	81	88	
"Argentina"	109	0	0	157	1033	0	0	0		80	
"Norway"	787	157	0	10	7	0	54	0	11	37	
"Ireland"	6419	1825	1299	2078	1529	1356	626	368	301	26	
"Saudi Arabia"	0	0	0	6	6	39	36	25	34	25	
"Oceania Nes"	0	0	0	0	0	0	0	0		21	
"Somalia"	0	0	0	0	5	36	32	23	26	19	
"Macao, China"	0	20	0	0	5	36	32	23	26	19	
"Indonesia"	17	10	4	0	0	6	0	3	1	18	
"Dominican Republic"	0	0	0	0	3	26	22	15	19	16	
"Uzbekistan"	0	0	0	0	0	1	291	101	102	14	
"El Salvador"	13	0	0	0	0	0	570	1		10	
"Namibia"	0	0	0	0	29	13	7	1		7	
"Zambia"	0	0	0	0	0	0	0	0		5	
"Georgia"	0	0	0	5	132	51	0	0	50	3	
"Croatia"	0	0	0	0	0	1	0	15	43	1	
"Angola"	0	0	0	0	0	0	0	0		0	
"Greece"	141	0	0	11	0	0	138	74	69	0	
"Iceland"	0	5	1	0	1	0	0	2	0	0	
"Slovakia"	1662	1074	1084	1653	616	536	5	166	19	0	
"Korea, Democratic People's Republic of"	0	0	0	8	39	0	0	0			
"Sint Maarten (Dutch part)"	0	0	0	0	0	0	0	1			
"Area Nes"	0	17	46	31	10	41	93	0	0		
"Afghanistan"	0	0	0	0	0	10	0	0			
"Algeria"	0	2	0	0	0	0	0	0			
"Antigua and Barbuda"	0	0	0	0	0	2	0	0			
"Bangladesh"	0	0	0	0	0	0	0	0			
"Solomon Islands"	0	0	0	0	4	0	0	0			
"Bulgaria"	30	0	0	0	0	0	1	0	144		
"Myanmar"	0	0	0	0	0	0	0	0	1		
"Belarus"	0	0	119	0	0	0	0	64			
"Cameroon"	0	0	0	0	0	0	0	0			
"Chile"	207	0	0	2	0	0	0	0			
"Colombia"	0	79	0	0	0	0	0	0			
"Costa Rica"	0	0	0	0	0	0	0	0	0		
"Cyprus"	0	0	0	0	0	0	0	0			
"Dominica"	1	0	0	0	0	2	0	0			
"Ecuador"	11	13	20	17	0	0	25	2			
"Estonia"	0	0	45	0	81	0	0	0			
"Gambia"	0	0	0	0	0	0	492	0			
"Guatemala"	0	0	0	0	0	2	0	0			
"Iran, Islamic Republic of"	0	0	0	0	0	0	0	0			
"Iraq"	0	0	0	15	10	0	0	0			
"Jamaica"	1	0	0	0	0	0	0	0			
"Jordan"	0	0	0	0	1	0	0	0			
"Kenya"	0	0	0	0	0	1	0	0			
"Latvia"	0	0	3	0	0	98	0	46	32		
"Lithuania"	0	0	1	177	0	38	34	0			
"Maldives"	0	0	0	11	14	0	0	0			
"Malta"	1	55	0	0	0	0	0	0			
"Moldova, Republic of"	0	0	0	0	0	0	0	0	10		
"Mozambique"	0	0	0	0	0	0	0	9			
"Nepal"	0	0	0	0	28	0	0	0			
"Pakistan"	0	0	0	5860	1808	0	0	0			
"Panama"	0	0	0	0	2	0	0	0			
"Qatar"	0	0	0	0	0	0	0	0	2		
"Eswatini"	0	0	0	0	0	43	0	10			
"Tajikistan"	0	0	0	0	1	0	0	0			
"Egypt"	0	0	94	0	0	0	7	1389			
"Tanzania, United Republic of"	0	0	0	0	0	0	6	0			
"Samoa"	0	0	0	0	0	0	4	0			
