Exporters	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	Imported value in 2021	Imported value in 2022	
"Dominican Republic"	36127	55445	41796	46293	52762	59121	62130	57854	54219	50446	
"Area Nes"	0	0	0	0	88853	70216	41389	33767	29658	48748	
"Croatia"	67951	55755	45152	37355	42191	45289	43514	44528	59385	48038	
"Tunisia"	10369	41035	11297	14934	21785	21586	21548	19972	31026	42982	
"Greece"	19653	9157	5803	8016	7177	11263	32070	19265	28052	41665	
"Malta"	11888	15947	17699	21487	26249	27783	25914	25967	33705	33252	
"Belarus"	37939	39383	23202	20068	24187	24999	20320	24157	30106	31148	
"South Africa"	28913	37092	27221	23919	28464	30919	31135	17878	20575	20753	
"Luxembourg"	27880	31016	27736	24760	22361	26070	20092	20285	23077	20360	
"Sri Lanka"	12705	11655	10891	9993	12440	13593	12289	13688	14647	14663	
"United Arab Emirates"	14523	14629	7515	9316	7644	9078	9608	6323	7110	12696	
"Iceland"	2153	3484	1668	1464	5538	1975	1764	2040	1570	7040	
"Macedonia, North"	7208	2981	689	635	2004	10864	10203	10930	9473	6804	
"Ukraine"	8122	6073	5765	5506	4310	6471	6151	6880	7386	6642	
"Latvia"	7690	13524	12707	15133	7359	6360	4734	4087	7203	6398	
"Saudi Arabia"	6632	6624	2815	4645	3030	3352	4506	3276	3882	6065	
"Argentina"	6430	5463	4983	6700	6023	7353	5773	9091	5612	5968	
"Egypt"	7541	3893	3965	4305	3596	5560	4266	2888	5092	5692	
"Mauritius"	1556	787	561	538	983	1390	2506	2073	3788	4715	
"Albania"	830	416	460	263	480	5113	4348	3890	3022	4093	
"Bosnia and Herzegovina"	1001	1149	1198	3059	4165	6498	6716	5034	3553	4004	
"Bangladesh"	1028	1545	793	1201	1945	2479	4027	2335	3138	3733	
"Morocco"	1382	1013	1030	1137	903	2111	2081	2066	2190	3561	
"Moldova, Republic of"	1889	1624	1022	1172	1667	2359	2955	3909	2955	2800	
"Chile"	27064	11465	5233	2795	2581	3686	1124	2282	2091	2509	
"Jordan"	827	1096	880	1068	374	1171	2952	1849	2105	2427	
"Uruguay"	651	1502	2104	2108	2873	3423	7798	6171	1995	2351	
"Mali"	22	31	87	18	19	34	30	38	95	2337	
"Myanmar"	0	158	3238	555	562	578	306	254	1125	1424	
"Armenia"	308	246	595	861	880	1233	1109	976	1624	1365	
"Saint Kitts and Nevis"	2699	2708	2804	3786	5032	6218	4280	3729	1341	1222	
"Georgia"	2132	997	2726	1339	3103	2216	2810	1965	1948	986	
"Macao, China"	9723	4574	7146	309	353	739	208	496	2681	920	
"Colombia"	2265	1791	1762	1544	1211	1042	679	971	904	781	
"Uzbekistan"	3081	1968	298	190	143	140	359	162	55	779	
"Iran, Islamic Republic of"	1293	1419	1568	1973	1609	1257	580	421	261	684	
"Nigeria"	2248	2387	1043	1413	785	1570	561	361	631	678	
"Lebanon"	4945	4606	2467	160	763	301	643	395	1685	604	
"Bahrain"	789	1095	724	343	106	418	121	563	351	508	
"Peru"	770	687	460	991	593	422	1167	584	497	492	
"Qatar"	1326	1532	2545	676	1162	1087	1034	1015	970	478	
"Nicaragua"	22	32	16	4	67	333	531	596	773	454	
"French Southern and Antarctic Territories"	0	0	4	566	360	114	94	34	26	410	
"Côte d'Ivoire"	18	8	117	12	31	94	375	68	66	352	
"Cyprus"	414	623	1211	383	313	584	501	676	513	328	
"Kuwait"	1988	2081	1163	598	502	443	609	323	1191	312	
"Ghana"	245	218	87	123	75	450	149	149	368	305	
"Kazakhstan"	361	733	338	208	343	592	447	182	135	290	
"Azerbaijan"	466	256	344	225	137	388	176	312	229	282	
"Oman"	3292	1338	513	156	284	694	327	294	404	275	
"Namibia"	143	217	92	630	49	76	704	17	67	258	
"Mongolia"	1110	601	29	21	70	179	392	109	202	243	
"Algeria"	104	25	119	31	272	447	198	462	384	242	
"Brunei Darussalam"	371	391	149	89	79	58	149	83	217	242	
"Cambodia"	39	6	91	1	11	313	349	323	409	242	
"Barbados"	423	480	584	423	362	306	336	490	260	228	
"Uganda"	36	50	50	31	59	60	123	96	90	227	
"Montenegro"	72	53	26	2	10	72	14	11	15	224	
"Panama"	1462	1466	448	554	495	272	365	153	326	197	
"Iraq"	264	220	121	79	102	76	500	286	576	195	
"Andorra"	3	22	15	0	7	4	19	15	64	173	
"Seychelles"	130	0	20	1992	2231	1855	189	4	95	160	
"Angola"	3	53	175	229	155	115	356	108	116	156	
"Ecuador"	192	689	768	164	298	236	263	151	237	151	
"Madagascar"	20	126	110	12	13	11	34	0	7	151	
"Mozambique"	13	58	54	3	1	166	88	215	127	147	
"Tanzania, United Republic of"	147	175	89	236	434	182	218	197	337	141	
"Eswatini"	15	1	11	60	11	46	166	278	134	129	
"Ship stores and bunkers"	0	0	0	2	308	703	280	1207	857	128	
"Congo"	20	238	25	22	8	129	90	21	84	124	
"El Salvador"	146	482	360	52	19	62	36	26	9	96	
"Bolivia, Plurinational State of"	1114	1754	1166	875	1071	816	157	59	117	93	
"United States Minor Outlying Islands"	0	0	2	67	1	79	37	452	354	88	
"Tajikistan"	2	1	20	0	6	36	0	87	76	84	
"Kenya"	1538	1528	344	189	162	340	124	111	125	81	
"Curaçao"	78	33	7	29	8	41	35	149		74	
"Sierra Leone"	0	56	16	19	13	15	173	17	28	73	
"Togo"	2	5	17	1	11	2	50	1	62	73	
"Senegal"	83	18	14	36	38	86	165	78	46	72	
"Kyrgyzstan"	81	21	32	7	14	121	9	8	1	68	
"Guatemala"	165	423	61	132	12	23	165	36	73	61	
"Maldives"	258	72	8	0	29	4	21	16	8	61	
"Cameroon"	445	51	67	56	72	176	57	32	98	55	
"Libya, State of"	1120	184	176	3	8	86	98	8	27	49	
"Nepal"	5	47	24	9	3	1	43	2	6	48	
"Jamaica"	87	13	54	36	39	75	9	12	23	46	
"Trinidad and Tobago"	77	52	45	62	29	172	54	117	29	41	
"Zimbabwe"	0	15	7	3	0	7	1	16	2	38	
"French Polynesia"	328	651	14	12	4	19	2	15	9	36	
"Chad"	12	0	3	19	17	21	33	0	24	32	
"Guinea"	42	0	59	27	25	2	34	34	4	32	
"Benin"	30	18	15	19	4	1	213	15	13	28	
"Zambia"	0	55	5	0	2	13	155	12	20	28	
"Sudan"	9	59	84	10	10	52	21	37	16	24	
"Afghanistan"	14	68	22	2	73	30	43	31	25	23	
"Botswana"	5	12	1	19	108	5	0	0	12	23	
"Paraguay"	73	9	26	48	44	18	40	2	71	23	
"Malawi"	69	134	186	46	35	137	79	57	14	22	
"Gabon"	0	132	19	115	29	149	7	15	80	19	
"Ethiopia"	5404	1470	262	358	368	110	83	0	9	17	
"Burkina Faso"	9	15	66	18	14	49	21	18	18	16	
"Rwanda"	0	0	6	23	55	87	29	38	69	14	
"Equatorial Guinea"	296	10	3	31	18	0	6	12		13	
"Turkmenistan"	12	16	122	381	123	0	0	1	1	12	
"Honduras"	17	16	9	20	54	17	4	17	53	12	
"Suriname"	0	1	3	3	134	110	48	3	71	12	
"Tokelau"	0	0	0	0	172	0	3	2	9	11	
"Saint Lucia"	0	0	7	0	21	35	7	0		10	
"Sint Maarten (Dutch part)"	0	7	2	0	0	0	1	0	7	8	
"Faroe Islands"	111	91	38	2	6	0	7	3	10	8	
"Antigua and Barbuda"	6	13	71	118	3	38	2	2	4	6	
"Bermuda"	0	0	9	0	3	0	5	7	3	6	
"Mauritania"	0	14	4	0	6	3	16	35		6	
"Falkland Islands (Malvinas)"	0	0	0	11	0	0	4	1	2	5	
"Niger"	0	0	2	35	14	3	14	4	52	5	
"Yemen"	455	155	10	1	0	15	0	31		4	
"Cayman Islands"	9	5	6	6	0	32	1	0	3	3	
"Bhutan"	0	16	0	0	12	0	0	0		2	
"Belize"	0	4	0	0	0	0	0	0	5	2	
"Cabo Verde"	91	61	43	11	2	397	3	140	164	2	
"Central African Republic"	3	0	0	3	9	0	2	0		2	
"Fiji"	0	2	0	176	0	43	11	5		2	
"Lesotho"	0	0	0	1	1	4	1	9	23	2	
"Saint Helena"	0	0	0	0	0	0	6	35	25	1	
"Greenland"	0	0	16	0	0	0	6	2	1	1	
"Burundi"	0	0	0	14	0	1	0	0		0	
"Cuba"	42	108	292	81	82	137	68	0	17	0	
"Lao People's Democratic Republic"	48	5	0	2	9	1	0	2	8	0	
"Liberia"	17	12	13	1	0	0	16	5	9	0	
"Syrian Arab Republic"	179	494	8	9	0	3	9	2	1	0	
"British Indian Ocean Territory"	0	0	0	5	0	2	0	0			
"British Virgin Islands"	0	0	0	0	0	37	0	4	23		
"Christmas Island"	0	0	0	1	0	0	0	0			
"Cocos (Keeling) Islands"	0	0	0	0	0	0	0	0	12		
"Gibraltar"	0	4	9	3	2	3	90	83	17		
"Guam"	0	0	0	1	0	1	1	3			
"Korea, Democratic People's Republic of"	1	1	790	1336	32	38	0	0			
"Nauru"	0	0	0	0	0	0	0	18	6		
"Bonaire, Sint Eustatius and Saba"	0	23	0	0	0	0	0	0			
"Niue"	0	0	0	0	0	3	2	0			
"Norfolk Island"	0	0	0	0	0	0	0	0	48		
"Northern Mariana Islands"	0	0	0	0	0	0	0	17	10		
"Marshall Islands"	0	0	0	0	0	0	0	0	0		
"Pitcairn"	0	0	0	0	0	0	0	1			
"Somalia"	0	0	0	0	0	0	5	0	2		
"South Sudan"	0	0	0	0	0	0	22	7			
"Wallis and Futuna Islands"	0	0	0	0	0	0	0	0	2		
"Bahamas"	9	15	3	5	28	15	18	4			
"Solomon Islands"	0	0	0	0	0	0	18	0			
"Mayotte"	6	0	0	0	0	0	0	0			
"Congo, Democratic Republic of the"	0	11	0	0	24	39	23	0	26		
"Cook Islands"	0	0	0	0	0	0	0	4			
"Dominica"	0	2	1	0	0	0	0	0	4		
"Djibouti"	0	0	0	0	0	1	20	20			
"Gambia"	0	0	0	0	1	1	1	2			
"Palestine, State of"	13	0	0	0	0	0	5	0			
"Kiribati"	0	0	0	0	0	0	0	11			
"Grenada"	0	0	1	0	11	0	41	2			
"Guyana"	32	13	10	38	0	3005	5	17	88		
"Haiti"	0	8	6	12	1	13	0	2			
"Montserrat"	0	0	0	0	0	2	1	7	8		
"Aruba"	4	20	1	0	17	2	29	5	15		
"New Caledonia"	22	0	34	33	29	12	37	16	68		
"Vanuatu"	0	0	0	1	0	0	0	0			
"Micronesia, Federated States of"	0	0	0	1	0	0	0	0	12		
"Palau"	0	0	0	0	0	1	0	0			
"Papua New Guinea"	1182	258	115	37	2	18	1	4	10		
"Guinea-Bissau"	0	0	0	0	0	2	0	0			
"Timor-Leste"	0	0	10	0	4	0	0	3	111		
"Anguilla"	0	0	0	0	2	64	0	0			
"Saint Vincent and the Grenadines"	0	0	0	0	0	0	0	10	2		
"Sao Tome and Principe"	47	0	0	0	0	0	4	227	20		
"Tonga"	0	0	0	0	0	0	0	1	7		
"Turks and Caicos Islands"	0	0	0	0	0	0	0	32			
"Venezuela, Bolivarian Republic of"	67	151	97	174	75	64	21	29	1		
"Samoa"	0	0	0	17	0	80	0	0			
