Exporters	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	Imported value in 2021	Imported value in 2022	
"Türkiye"	18754	14972	9873	9150	11188	5583	12547	40818	58425	4694	
"Viet Nam"	6952	2826	1955	1757	3252	4341	5153	3035	13428	4593	
"Thailand"	31549	22378	17755	14048	14730	5317	5673	10931	13195	4318	
"Romania"	1304	1147	1570	1441	2413	1135	1882	2116	3083	4205	
"Greece"	339	642	4258	0	121	4436	4770	263	722	4126	
"Czech Republic"	6390	7187	3745	2805	1276	3729	4166	2373	4214	3250	
"Luxembourg"	6305	1565	1476	2498	4694	6694	285	1866	106	3191	
"Area Nes"	29	54	629	449	873	3185	3371	887	7778	2893	
"Norway"	4615	2659	2626	3267	4248	4290	1105	2458	1655	2438	
"Switzerland"	15338	3058	2305	3792	3254	5250	2398	2282	3040	2429	
"Slovenia"	802	429	438	1277	1338	1092	1379	635	1656	2304	
"Argentina"	323	314	0	94	2126	794	1443	70	531	1771	
"Portugal"	148	152	238	114	142	272	321	877	2404	1759	
"Poland"	2366	3133	3888	2089	1646	1064	1935	1509	2499	1243	
"Eswatini"	4007	3797	1527	603	1041	2305	1616	1257	1934	1211	
"Lesotho"	1134	583	588	298	464	500	508	483	1212	1186	
"United Arab Emirates"	441	16107	13303	1156	366	1212	1174	944	5712	1051	
"Namibia"	5758	4807	3462	2568	3207	3884	4063	1840	1057	831	
"Slovakia"	324	354	294	110	126	156	97	57	171	735	
"Armenia"	0	5	0	0	0	0	0	151		704	
"South Africa"	4984	2111	2653	639	610	1809	648	1101	682	691	
"Ukraine"	632	151	26	13	139	51	1	35	4666	564	
"Mexico"	47394	16966	300	112	104	13	3	2	57	514	
"Congo, Democratic Republic of the"	186	158	1824	167	62	141	154	107	430	492	
"Ghana"	1	3	0	2	0	0	5	111	120	407	
"Mozambique"	829	553	601	360	273	336	262	274	231	218	
"Ecuador"	0	0	0	0	0	0	0	27		120	
"Chile"	6670	5494	4196	2412	1007	4254	0	0	1032	87	
"Malawi"	38	31	22	33	80	42	45	51	88	49	
"Mauritius"	0	0	44	0	740	461	689	223		32	
"Bulgaria"	0	0	0	0	19	0	0	203	3	31	
"Hungary"	16	14	13	2	2	11	2	0	34	20	
"Croatia"	9	14	7	19	0	1	14	1		15	
"Nigeria"	3	0	0	0	0	0	0	0	0	11	
"Egypt"	1	1135	6	578	0	1	17	0	8417	6	
"Estonia"	0	0	0	0	0	0	1	0	21	5	
"New Zealand"	0	0	18	84	0	1	0	0	2	5	
"Korea, Democratic People's Republic of"	0	0	4321	1916	0	0	0	0		4	
"Cyprus"	0	0	0	13	0	0	0	1	3	4	
"Ireland"	0	4	48	4	0	2	3	6	0	4	
"Madagascar"	6	0	0	0	12	0	0	0		4	
"Israel"	11	35	42	3	9	3	63	176	1	2	
"Malta"	0	2	1	0	3	0	0	0		2	
"Panama"	8	1	0	2	0	0	0	0		2	
"Philippines"	1	1	2	1	0	0	4	0	0	2	
"Serbia"	0	0	0	0	0	0	0	39	1188	2	
"Angola"	0	46	1	16	1	0	224	1	1	1	
"Latvia"	0	0	0	0	0	92	10	0		1	
"Liberia"	1	0	0	0	0	0	0	0	1	1	
"Uruguay"	0	0	0	0	0	0	0	0		1	
"Saint Helena"	4	1	2	0	0	0	0	0		0	
"Colombia"	32337	33083	27094	7843	5081	39	0	44	4304	0	
"Costa Rica"	0	0	0	0	0	0	0	0		0	
"Benin"	0	0	0	0	0	0	0	0		0	
"Kenya"	0	0	0	0	3	0	0	27	1	0	
"Lithuania"	0	0	0	0	0	0	5	1	0	0	
"Pakistan"	10028	14268	8133	6023	6873	3654	3259	4656	3905	0	
"Saudi Arabia"	0	28	0	8	1	3	6	0	1	0	
"Senegal"	145	0	0	0	0	0	0	0	0	0	
"Uganda"	0	2	0	0	0	0	0	0	0	0	
"Tanzania, United Republic of"	383	33	3	7	20	0	0	0	0	0	
"American Samoa"	0	0	0	0	0	0	14	0			
"Equatorial Guinea"	0	5	0	0	0	0	0	0			
"French Southern and Antarctic Territories"	0	10	0	0	1	5	2	0			
"Gibraltar"	0	3	0	0	0	0	0	0			
"Northern Mariana Islands"	0	0	0	0	0	0	1	0			
"Marshall Islands"	1	0	0	0	0	0	0	0			
"Tokelau"	0	0	0	0	0	0	0	395			
"Special categories"	156	127	0	0	0	0	0	0			
"Albania"	0	0	2053	3003	0	0	0	0	2362		
"Algeria"	0	0	0	0	0	0	0	0	0		
"Andorra"	1	0	0	0	0	12	0	0			
"Azerbaijan"	0	1	0	0	13	0	0	0			
"Bahamas"	0	0	1	0	7	0	1	4	3		
"Bahrain"	0	0	0	0	4244	5513	2826	2203	12510		
"Barbados"	0	0	0	3	0	0	0	0			
"Bhutan"	0	0	0	0	118	416	464	0			
"Bosnia and Herzegovina"	0	0	0	0	0	0	0	0	1		
"Myanmar"	0	0	0	0	3297	0	0	0			
"Belarus"	0	0	1	0	0	0	0	57	644		
"Cameroon"	0	2	0	0	0	0	0	0	35		
"Sri Lanka"	0	0	0	0	0	0	0	0			
"Congo"	0	0	1	1	0	0	0	0	21		
"Dominica"	0	0	0	618	0	0	617	0			
"Ethiopia"	0	0	0	0	0	0	0	0	0		
"Eritrea"	0	0	0	0	0	0	0	0			
"Guinea"	0	0	0	0	0	0	0	0			
"Iran, Islamic Republic of"	0	218	0	111	0	0	0	0			
"Côte d'Ivoire"	0	9	0	0	0	0	0	0			
"Kazakhstan"	0	0	0	6391	0	0	0	0	1436		
"Jordan"	0	0	0	0	0	0	0	0	0		
"Kuwait"	0	0	0	0	0	0	0	0			
"Lebanon"	6	0	0	0	0	0	0	0			
"Mali"	91	0	0	0	0	0	0	0			
"Mauritania"	0	0	0	0	0	0	0	0			
"Mongolia"	0	0	0	0	0	0	0	0			
"Morocco"	0	0	0	0	0	345	203	0			
"Oman"	0	17208	0	0	0	0	0	39	238		
"Paraguay"	0	17	0	0	0	0	0	0			
"Peru"	0	0	0	0	0	0	0	0	329		
"Qatar"	0	0	0	1	0	0	0	1	0		
"Rwanda"	0	0	0	0	0	0	0	0			
"Seychelles"	24	0	0	0	27	0	0	0			
"Sierra Leone"	1	25	2	0	0	0	1	9			
"Trinidad and Tobago"	0	0	0	0	0	0	0	0	82		
"Tunisia"	0	0	18	0	0	0	0	0			
"Burkina Faso"	0	0	0	0	0	0	0	0			
"Venezuela, Bolivarian Republic of"	4020	0	0	0	8618	0	0	0			
