Exporters	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	Imported value in 2021	Imported value in 2022	
"United Arab Emirates"	3618	5362	5925	4592	7598	14569	11077	17320	25032	13639	
"Malaysia"	8480	10177	6886	5286	4164	4162	4227	10131	12481	13314	
"Taipei, Chinese"	5143	5835	4372	4229	3915	4381	6170	2838	1859	8825	
"Türkiye"	2348	3903	29495	24630	18008	11344	4558	8679	13739	8280	
"Portugal"	826	1555	3078	1252	1738	8980	4847	3241	5381	8162	
"Norway"	5915	5801	2343	1889	2332	1735	2044	2487	810	7976	
"Thailand"	12023	12297	11626	5977	8615	11308	8833	4865	5994	7361	
"Czech Republic"	7893	6839	7757	8869	11734	12820	10364	8580	9233	6800	
"Japan"	8461	7852	6713	5724	7009	7558	6782	4819	7589	6494	
"Switzerland"	7638	3380	1953	1152	700	712	590	1559	2230	6320	
"Denmark"	747	651	641	925	838	1356	1134	1006	4420	5918	
"Slovenia"	569	464	1410	1762	3200	2618	2598	1629	1830	5500	
"Singapore"	1228	2050	4041	974	2728	5431	5574	2729	3611	3733	
"Saudi Arabia"	5246	4236	2836	3334	2499	4457	2724	2926	1188	2751	
"Lesotho"	5312	4587	4013	3839	4259	5402	4343	2234	2978	2707	
"Chile"	3	2	1	318	785	1852	2049	1909	2861	2686	
"Serbia"	248	875	1572	2050	633	127	291	162	1965	2666	
"Israel"	2421	5022	1980	3659	4762	6851	2156	1624	2007	2602	
"Greece"	2280	2197	2489	3366	2715	3890	4411	3730	1630	1843	
"Viet Nam"	442	526	1318	1156	1292	1303	1020	1210	1173	1625	
"Canada"	2246	1672	617	947	2313	5155	3571	529	1077	1372	
"Paraguay"	0	0	0	0	0	197	1448	1177	698	1366	
"Hong Kong, China"	2330	2287	1203	1825	1794	2253	1238	333	828	915	
"Tunisia"	0	0	356	1219	3784	2430	1848	873	1359	891	
"Jordan"	35	3	1	0	0	0	0	320	661	767	
"Area Nes"	164	90	583	302	515	934	526	745	783	746	
"Angola"	53	2	3	13	2	1	0	0	0	618	
"Kuwait"	980	845	723	894	894	867	1062	704	907	604	
"Colombia"	1033	940	1024	2198	967	783	830	428	677	507	
"Luxembourg"	2124	645	802	694	711	694	593	429	716	494	
"Slovakia"	49	65	44	281	863	22	14	258	10	309	
"Hungary"	712	94	211	638	606	673	260	224	322	270	
"Zimbabwe"	455	205	106	72	75	70	57	274	225	220	
"South Africa"	9804	619	628	234	59	38	40	44	84	205	
"Botswana"	8230	8328	4936	3335	1980	601	345	212	233	204	
"Mexico"	74	12	9	35	127	117	384	721	336	204	
"Ukraine"	925	55	71	322	244	546	139	421	465	202	
"Estonia"	774	881	364	209	98	359	173	233	42	182	
"Macao, China"	0	0	0	0	0	0	0	0		170	
"Morocco"	2	0	0	29	8	45	148	37	61	159	
"Zambia"	12	7	7	1	546	61	3	1	0	152	
"Kenya"	401	164	13	28	51	82	133	169	504	133	
"Namibia"	260	157	121	105	172	121	277	249	65	121	
"Egypt"	41	21	417	9	82	41	23	33	159	105	
"Argentina"	286	139	166	137	70	61	92	79	55	96	
"Bahrain"	0	0	0	1	765	412	20	0	0	95	
"Ireland"	132	265	156	30	84	107	33	40	267	83	
"Dominican Republic"	72	47	50	31	127	28	54	28	74	67	
"Lebanon"	26	24	12	8	7	8	8	1	7	66	
"Lithuania"	0	15	2	33	20	2	9	7	87	55	
"Latvia"	22	0	0	2	0	0	0	4	21	49	
"Mauritius"	112	2	14	248	99	74	629	241	32	48	
"Panama"	0	0	0	0	0	0	0	0	50	44	
"Romania"	41	3	9	24	33	330	119	28	33	33	
"Cyprus"	70	0	1	0	10	32	8	0	33	24	
"Croatia"	1	800	7	4	2	4	25	83	39	21	
"Philippines"	56	33	38	24	9	20	77	39	27	17	
"Bangladesh"	0	0	5	0	0	460	0	16	3	9	
"Tanzania, United Republic of"	20	2	39	0	20	0	37	0	10	9	
"Albania"	10	13	25	3	0	15	6	0	1	7	
"Nepal"	5	1	1	0	1	1	1	11		7	
"Mozambique"	1	26	2	150	740	324	11	8	119	6	
"Sri Lanka"	36	63	18	1	33	69	8	2	35	5	
"Qatar"	2	2	1	1	1	8	9	276	13	5	
"Nigeria"	12	2	1	2	1	1	1	2	2	4	
"Malta"	10	0	0	0	1	0	3	0	3	3	
"New Zealand"	3726	2179	158	38	28	18	149	31	11	2	
"Cambodia"	1	0	0	0	0	0	0	0	2	1	
"Cayman Islands"	0	0	0	0	0	0	0	0		1	
"Ecuador"	23	0	68	0	1	0	172	337	22	1	
"Georgia"	0	0	0	0	7	0	0	5	5	1	
"Iceland"	0	0	0	1	0	1	0	54	0	1	
"Iran, Islamic Republic of"	1	0	0	1	4	514	0	0		1	
"Madagascar"	2	2	14	7	4	1	1	1	1	1	
"Malawi"	5	1	20	0	0	1	1	65	0	1	
"Sao Tome and Principe"	0	0	0	0	0	0	0	0		1	
"Saint Helena"	1	0	0	0	0	0	0	0		0	
"Brunei Darussalam"	0	0	0	0	0	0	0	0		0	
"Cameroon"	0	2	0	0	0	0	0	0	0	0	
"Congo, Democratic Republic of the"	3	0	0	0	0	0	1	0	1	0	
"Costa Rica"	0	1	0	0	33	2	1	0	10	0	
"Ghana"	2	1	1	3	5	7	0	1	1	0	
"Côte d'Ivoire"	0	7	0	0	0	0	1	0		0	
"Mali"	6	0	0	0	0	0	0	0	0	0	
"Oman"	0	1	0	0	0	0	0	0	0	0	
"Papua New Guinea"	0	0	0	0	0	0	0	0		0	
"Rwanda"	0	0	0	0	0	0	0	0	0	0	
"Senegal"	0	0	0	0	1	0	0	0		0	
"Sierra Leone"	1	0	0	22	18	56	162	42	0	0	
"Sudan"	0	0	0	0	0	0	0	0		0	
"Uganda"	0	2	0	1	0	1	0	0	6	0	
"Uruguay"	61	0	0	0	0	0	0	3		0	
"Uzbekistan"	0	0	0	0	0	0	0	16		0	
"British Virgin Islands"	0	0	0	3	5	2	0	0			
"French Southern and Antarctic Territories"	0	0	0	3	0	1	0	0			
"Northern Mariana Islands"	32	0	0	0	0	0	0	0			
"Pitcairn"	0	0	0	8	0	0	0	0			
"Tokelau"	0	0	0	0	4	0	3	5	75		
"Special categories"	52	7402	0	0	0	0	0	0			
"Afghanistan"	0	0	0	0	0	0	0	0	1		
"Algeria"	0	0	0	0	5	0	0	0	0		
"Antigua and Barbuda"	0	0	0	0	0	6	0	0			
"Bahamas"	0	0	0	0	0	0	0	0			
"Armenia"	1	0	0	0	0	0	0	0			
"Bosnia and Herzegovina"	0	0	58	0	0	1	25	72	22		
"Myanmar"	0	7	0	0	0	0	0	0	18		
"Burundi"	0	0	1	0	0	0	0	0	0		
"Congo"	0	1	0	0	0	0	0	0	0		
"Cuba"	0	0	0	0	0	0	0	0			
"Benin"	0	0	0	0	0	0	0	0			
"El Salvador"	0	0	5	0	0	0	0	0			
"Ethiopia"	0	0	0	1	3	2	3	1	2		
"Eritrea"	0	0	0	0	0	0	0	0			
"Fiji"	0	0	0	0	0	0	0	0			
"French Polynesia"	0	0	0	0	0	0	0	0			
"Djibouti"	0	0	0	0	2	0	0	0	4		
"Gabon"	0	1	0	0	0	0	0	0			
"Gambia"	0	0	0	0	2	0	0	0			
"Palestine, State of"	0	0	0	0	0	56	0	0			
"Greenland"	0	1	0	0	0	0	0	0			
"Guatemala"	0	0	0	0	0	0	0	0			
"Guinea"	0	0	0	0	0	0	0	0			
"Honduras"	1	0	0	0	0	1	0	0			
"Iraq"	0	0	0	0	0	0	0	0			
"Kazakhstan"	0	0	0	0	0	0	0	0	0		
"Kyrgyzstan"	0	0	0	0	0	0	0	56			
"Liberia"	0	0	0	0	0	0	0	0			
"Maldives"	0	0	0	0	0	0	0	0			
"Curaçao"	0	0	0	0	0	0	0	0	0		
"New Caledonia"	0	0	0	0	0	0	0	0			
"Nicaragua"	0	0	0	0	0	0	0	0	0		
"Niger"	0	0	0	0	0	0	0	0			
"Peru"	0	0	0	0	0	0	0	0	0		
"Guinea-Bissau"	0	0	13	0	0	0	0	0			
"Saint Kitts and Nevis"	0	0	0	0	0	5	0	0			
"Seychelles"	0	0	0	0	0	0	0	0			
"Togo"	0	0	0	0	0	0	0	0			
"Tonga"	0	26	0	0	0	0	0	0			
"Trinidad and Tobago"	0	0	0	0	0	0	0	0			
"Macedonia, North"	0	5	0	0	0	0	0	0			
"Burkina Faso"	0	0	0	0	0	0	0	0			
"Venezuela, Bolivarian Republic of"	0	0	0	0	0	0	0	0			
"Yemen"	0	0	0	0	0	0	0	0	12		
