Exporters	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	Imported value in 2021	Imported value in 2022	
"Iceland"	3568	670	532	86	13	8	6	24	54	28	
"Uzbekistan"	0	0	0	0	0	0	0	19	8	20	
"Ghana"	0	0	1	0	1	0	4	2		18	
"Eswatini"	0	0	0	0	0	5	10	9		14	
"Tunisia"	10	48	3	499	552	987	30	16	8	14	
"Bangladesh"	2	1	8	4	13	10	6	5	13	13	
"Oman"	2518	2121	1165	829	1321	1187	0	0		7	
"Guatemala"	1	0	0	70	0	0	3	3		4	
"Guinea"	0	0	0	0	0	0	0	0	1	3	
"Mongolia"	0	18	0	8	4	1	4	7	20	3	
"Ethiopia"	0	0	0	0	0	1	1	1	3	2	
"Kazakhstan"	0	38	141	217	0	26	176	41	4	2	
"Mali"	0	0	0	0	20	39	13	1	20	2	
"Nepal"	0	0	0	0	0	0	0	0	17	2	
"Nigeria"	0	3	0	0	0	0	0	1		2	
"Panama"	8	0	0	0	0	3	0	0		2	
"Sudan"	0	0	0	0	0	0	0	0		2	
"Antigua and Barbuda"	0	0	0	0	0	0	0	0	4	1	
"Iraq"	0	0	0	0	0	0	6	3		1	
"Côte d'Ivoire"	0	0	0	0	11	0	72	0		1	
"Niger"	0	0	0	0	0	51	18	18	14	1	
"Suriname"	0	0	0	0	0	0	10	0		1	
"Equatorial Guinea"	0	0	0	0	0	0	1	0			
"Korea, Democratic People's Republic of"	0	0	0	0	0	18	2	0			
"Niue"	0	0	0	0	0	0	0	9			
"Somalia"	0	0	0	0	1	0	0	0			
"Turkmenistan"	2	0	0	0	0	0	0	0			
"Ship stores and bunkers"	0	0	0	0	0	2	0	0			
"Special categories"	2793	3654	0	0	0	0	0	0			
"Afghanistan"	0	63	9	0	0	0	1	1			
"Algeria"	19	83	0	3	13	3	3	0	0		
"Angola"	0	0	0	0	0	1	0	0			
"Bahamas"	1	7	0	0	0	0	0	0			
"Brunei Darussalam"	0	0	0	0	0	0	0	53			
"Cambodia"	0	0	0	0	0	42	0	1	57		
"Cameroon"	0	3	0	0	2	1	0	0			
"Cabo Verde"	0	0	0	0	0	0	0	2			
"Congo, Democratic Republic of the"	0	0	0	0	1	0	1	1	5		
"Cuba"	1	1	24	27	0	1	4	0			
"Dominican Republic"	3	5	0	0	3	9	0	3			
"Ecuador"	67	261	369	753	434	712	72	1			
"El Salvador"	0	7	0	0	0	0	0	0			
"Faroe Islands"	0	0	0	3	0	1	0	1			
"French Polynesia"	0	0	0	0	0	0	0	4			
"Kyrgyzstan"	0	0	0	1	0	8	2	7	4		
"Lebanon"	100	10	15	22	16	31	7	4	987		
"Libya, State of"	0	0	0	5	0	0	0	0			
"Macao, China"	0	23	0	0	1	0	0	0	1		
"Maldives"	0	0	0	0	0	0	4	0			
"Mauritius"	0	0	0	0	0	0	0	0	0		
"Montenegro"	2	0	0	0	0	0	0	0			
"Namibia"	0	0	0	1	0	0	0	0			
"New Caledonia"	0	0	0	0	0	0	6	0			
"Papua New Guinea"	482	0	0	0	0	0	0	0			
"Paraguay"	2	0	1	0	0	0	0	4			
"Rwanda"	0	0	0	0	7	0	0	0			
"Sao Tome and Principe"	0	0	0	0	0	0	3	0			
"Seychelles"	0	0	0	0	0	0	1	0			
"Syrian Arab Republic"	17	63	0	0	0	0	0	0			
"Tajikistan"	62	73	4	0	0	0	0	0	4		
"Trinidad and Tobago"	0	0	0	0	0	0	6	0			
"Uganda"	0	0	0	0	0	0	0	50			
"Tanzania, United Republic of"	0	0	0	0	0	2	7	0			
"Burkina Faso"	0	123	0	0	0	0	0	0	14		
"Uruguay"	293	36	1	1	1	73	23	107	13		
"Venezuela, Bolivarian Republic of"	878	8	5	10	5	0	0	0			
