Exporters	Imported value in 2013	Imported value in 2014	Imported value in 2015	Imported value in 2016	Imported value in 2017	Imported value in 2018	Imported value in 2019	Imported value in 2020	Imported value in 2021	Imported value in 2022	
"Canada"	746076	778108	725360	748820	779441	894394	919845	668553	625007	704645	
"Bulgaria"	388512	451296	414112	438632	506809	602025	648450	604071	736408	696036	
"Brazil"	837946	713553	586095	558453	566477	669906	613015	428987	506814	578314	
"Singapore"	1042090	1042099	725446	569909	559993	567133	474921	446063	533468	519625	
"Israel"	264044	278995	315434	314857	348777	383541	416516	405972	440549	449226	
"Serbia"	125768	149292	135386	144628	168575	198006	215863	205021	265403	358918	
"Indonesia"	246267	247137	197951	200605	222868	247862	220045	194560	238850	253165	
"Croatia"	193155	158860	143204	151965	207416	220778	213633	178450	214331	240179	
"Bosnia and Herzegovina"	68966	77130	69668	78238	103458	112508	100773	114257	159814	201783	
"Macedonia, North"	269075	426653	474796	547730	610298	714405	818595	778559	881097	161473	
"Lithuania"	71310	77099	69825	68026	82585	111643	100355	103242	147977	157265	
"Luxembourg"	211192	290981	213119	197862	178992	185111	241298	151044	170538	153142	
"Ukraine"	124468	124549	90988	95688	113528	123449	128915	117465	151336	134665	
"Russian Federation"	287756	267207	252529	162895	203849	323521	376024	217231	221513	119777	
"Norway"	134937	134726	105517	99891	82960	87188	105946	102348	83111	95443	
"Hong Kong, China"	200334	201234	210942	151273	99076	114981	169226	113506	100529	94216	
"Estonia"	35500	43222	40621	38809	41361	51062	63206	79347	87629	76676	
"Australia"	107643	104417	69661	58225	69351	75028	65641	70783	81565	71209	
"Latvia"	48206	48928	40283	46624	59585	63113	59539	49275	65160	66878	
"Sri Lanka"	21734	23987	23386	29555	27624	37082	32435	21884	29898	49143	
"Tunisia"	30498	37548	22926	24561	30418	35649	37255	42244	50579	48801	
"United Arab Emirates"	65791	69765	37378	32447	29912	34088	56676	37802	36767	45131	
"Malta"	51651	40607	26343	29896	27226	27484	29055	25295	31057	35046	
"Area Nes"	0	0	0	0	193338	70190	44405	34318	24748	30936	
"Greece"	41712	19521	16986	25035	20964	27242	25851	28200	36269	30752	
"Egypt"	19603	16611	22110	18619	16496	19064	14752	12650	20399	20884	
"Argentina"	41477	53892	29082	27303	33914	35816	30337	24628	26089	20859	
"Morocco"	4184	5977	6116	7784	5009	9158	15980	14755	16670	20435	
"Saudi Arabia"	25749	17718	5538	13701	7250	7578	9086	6378	10456	17693	
"New Zealand"	9346	12614	10427	7881	11362	17224	11309	11057	11789	14673	
"Belarus"	21124	20248	17312	20249	18097	15957	14092	14231	16227	11648	
"Cambodia"	94	175	70	20	242	411	2420	3483	4994	7401	
"Costa Rica"	37207	43282	9308	6371	4038	1879	2133	4468	1939	5463	
"Montenegro"	411	146	27	123	31	106	697	3880	7998	5254	
"Kazakhstan"	10366	392	960	3784	1710	5291	3088	1440	726	5234	
"Cyprus"	15221	14463	17464	22787	9611	9173	10507	7658	7336	4788	
"Pakistan"	3617	2016	1879	1333	4092	1782	1685	1996	3464	4279	
"Nepal"	3	0	3	0	0	14	20	5	2	4208	
"Nigeria"	1580	2280	916	778	520	2151	860	597	1570	4140	
"Qatar"	19739	7367	1218	14857	29789	8979	5167	4619	3168	3600	
"Moldova, Republic of"	708	731	2299	406	1050	3772	5022	3664	4482	3411	
"Iran, Islamic Republic of"	5455	3576	4393	2629	4499	3191	2275	2433	2758	2871	
"Chile"	15676	14684	1596	2255	1208	2157	2095	1888	6083	2808	
"Iceland"	2864	4063	3359	1914	6290	2507	2139	3395	3147	2468	
"Peru"	1455	4389	4784	2366	5992	3183	4189	2413	2561	2433	
"Myanmar"	6	100	31	0	57	12	2232	2665	2186	2303	
"Angola"	76	143	135	72	38	42	134	862	457	2214	
"Colombia"	4331	4457	6029	1994	2206	1910	1432	3761	4073	2191	
"El Salvador"	117	671	223	32	69	93	357	414	1287	1609	
"Sierra Leone"	5	0	4	35	0	180	8	144	390	1439	
"Dominican Republic"	1285	929	1340	1808	1499	1164	689	2204	551	1326	
"Algeria"	3268	693	653	454	490	725	592	526	1364	1101	
"Bangladesh"	377	922	239	1008	442	531	219	1609	2349	955	
"Bahrain"	730	503	778	273	242	317	537	395	396	893	
"Oman"	8441	6944	4143	1559	1075	1771	934	444	640	860	
"Albania"	863	140	351	203	177	472	222	139	352	817	
"Georgia"	706	843	367	104	121	1632	1373	377	273	798	
"Cameroon"	491	51	89	90	101	147	51	29	93	706	
"Macao, China"	4832	1488	318	78	0	72	1027	290	1456	683	
"Jordan"	12525	1653	186	286	794	670	465	662	570	660	
"Ecuador"	226	439	379	244	533	119	6676	211	132	642	
"Lebanon"	4864	3118	3355	1799	1533	2036	1506	867	754	610	
"Kenya"	2113	1707	437	965	432	515	583	637	260	604	
"Turkmenistan"	22	169	86	49	11	78	178	8	158	585	
"Uzbekistan"	4464	1614	294	15	35	42	200	711	883	501	
"Armenia"	9	32	3	19	4	82	688	52	396	498	
"Kuwait"	19469	9634	500	789	539	1693	965	747	275	482	
"Liberia"	319	74	6	251	36	0	61	120	76	370	
"Bolivia, Plurinational State of"	380	138	331	33	12	12	773	423	299	365	
"Suriname"	0	0	0	20	101	0	51	127	44	335	
"Trinidad and Tobago"	156	78	85	118	389	62	55	115	125	268	
"Panama"	5620	2449	421	1030	1917	565	729	707	164	260	
"Mozambique"	0	0	0	9	0	0	3	445	3	259	
"Uruguay"	374	255	1299	134	256	627	504	636	789	256	
"Azerbaijan"	552	241	660	207	1235	694	2400	824	2046	251	
"Andorra"	0	0	11	0	0	3	86	131	43	250	
"Tanzania, United Republic of"	271	88	317	60	372	16	9	29	39	238	
"French Southern and Antarctic Territories"	0	0	0	0	0	0	16	2	26	210	
"Antigua and Barbuda"	79	0	10	143	231	42	59	95	161	210	
"Ghana"	126	206	212	648	180	3665	232	742	144	198	
"Ethiopia"	6857	20740	181	73	31	51	131	151	16	187	
"Uganda"	135	0	2	10	80	15	31	5	55	178	
"Mauritius"	105	165	21	7	125	3	199	124	20	171	
"Honduras"	76	60	60	6	92	126	42	105	339	167	
"Guyana"	4	0	0	0	0	672	263	0	12	156	
"Senegal"	22	16	292	0	77	53	302	197	159	150	
"New Caledonia"	0	0	8	0	15	7	37	48		149	
"Iraq"	390	130	41	252	224	142	345	166	505	145	
"Jamaica"	45	58	163	136	27	83	79	154	44	137	
"Tajikistan"	4	6	12	11	3	0	2	2	14	115	
"Côte d'Ivoire"	17	0	4	55	4	29	143	64	534	94	
"Namibia"	728	603	225	1128	796	519	1773	777	594	94	
"Cayman Islands"	97	9	0	0	1033	0	164	9	55	93	
"Libya, State of"	587	1355	60	103	1	7	101	4	59	93	
"Niger"	258	0	0	0	0	26	63	20	57	92	
"Faroe Islands"	306	94	22	63	0	20	1140	354	3	79	
"Brunei Darussalam"	682	2112	11	13	149	52	410	659	509	77	
"Congo"	12	62	42	631	111	0	10	14	122	75	
"Guatemala"	876	1642	257	285	438	180	125	133	31	75	
"Zimbabwe"	53	0	30	287	157	0	52	14	16	74	
"Gibraltar"	0	0	10	10	1	2	498	139	25	67	
"Palestine, State of"	0	0	0	0	0	0	0	0	7	67	
"Bermuda"	0	23	0	11	66	0	0	13	87	65	
"Aruba"	0	9	0	6	0	52	60	169	9	61	
"Kyrgyzstan"	23	11	0	1	0	0	20	91	3	58	
"Greenland"	0	0	2	0	0	0	3	0	9	54	
"Cuba"	3074	20	1181	60	72	120	483	80	31	47	
"Eritrea"	5	0	0	0	0	0	0	7		47	
"Chad"	0	0	0	0	0	0	28	16	43	46	
"Anguilla"	0	0	0	0	0	0	0	0		46	
"Botswana"	14	5	5	13	128	79	212	245	729	45	
"Eswatini"	1	0	0	0	0	20	131	73	108	45	
"Benin"	3	13	0	0	0	30	62	12	183	43	
"Gambia"	9	0	0	0	0	0	0	47	4	42	
"Nicaragua"	8	5	63	194	10	15	135	67	45	40	
"Bahamas"	9	88	77	913	50	76	331	211	54	38	
"Zambia"	0	0	4	2	0	0	153	914	13	36	
"Belize"	0	14	0	0	0	0	4	17		35	
"Ship stores and bunkers"	0	0	0	0	5	15	86	215	135	32	
"Mali"	0	7	27	0	50	13	588	17	83	32	
"Turks and Caicos Islands"	0	0	0	0	0	0	0	0	14	32	
"Curaçao"	47	49	12	4	52	14	132	4	33	31	
"Afghanistan"	53	56	3	4	718	4	44	120	26	26	
"Burkina Faso"	7	3	0	4	0	6	62	38	10	24	
"Gabon"	0	58	115	2485	10	0	42	96	27	23	
"Timor-Leste"	0	0	0	0	0	0	5	77	57	23	
"Sint Maarten (Dutch part)"	33	0	0	8	6	10	24	0	36	21	
"Pitcairn"	0	0	0	0	0	0	0	1	69	21	
"Togo"	45	0	246	6	0	4	11	38	91	20	
"Barbados"	7	100	4	0	0	0	0	4		18	
"Madagascar"	21	95	0	155	53	97	143	49	83	18	
"Christmas Island"	0	0	0	0	0	0	0	0		17	
"Falkland Islands (Malvinas)"	0	0	0	0	2	0	0	1	300	17	
"French Polynesia"	57	99	6	15	45	46	16	28	10	16	
"Seychelles"	35	4	0	0	0	95	123	13	1	15	
"Somalia"	0	0	0	0	0	0	2	3	4	14	
"Dominica"	0	0	0	0	0	0	0	1	217	14	
"Guinea"	22	18	32	0	0	1	73	30	40	14	
"Samoa"	0	0	0	0	0	0	0	10	21	12	
"Tokelau"	0	0	0	0	0	0	134	0	8	11	
"Haiti"	0	0	0	0	0	3	22	304	181	9	
"Rwanda"	0	51	0	0	86	27	90	2	89	8	
"Sudan"	27	0	26	0	116	0	4	9		8	
"Syrian Arab Republic"	28	661	564	30	49	30	44	132	28	8	
"Saint Helena"	0	0	0	0	0	0	1	1		7	
"Paraguay"	0	83	65	8	356	26	103	18	10	6	
"Marshall Islands"	0	0	0	0	6	12	0	33	22	5	
"Venezuela, Bolivarian Republic of"	288	927	36	433	15	67	53	80	104	5	
"British Virgin Islands"	0	0	0	0	0	0	5	0		4	
"United States Minor Outlying Islands"	0	0	10	0	0	272	0	61	120	4	
"Central African Republic"	0	0	0	0	0	0	1	21		4	
"Lesotho"	0	0	0	0	0	0	5	0	70	4	
"Yemen"	351	2230	358	0	0	0	46	0	2	4	
"Northern Mariana Islands"	0	0	0	0	0	0	0	0		3	
"Bhutan"	0	0	86	0	0	90	0	0		3	
"Saint Kitts and Nevis"	146	0	0	0	0	38	38	22	11	3	
"Guam"	0	0	0	0	0	0	1	0		2	
"Nauru"	0	0	0	0	0	0	0	0		2	
"Lao People's Democratic Republic"	14	0	10	0	0	8	8	69	54	2	
"Malawi"	23	0	13	5	0	5	9	9	2	2	
"Maldives"	119	122	13	0	0	4	8	6	1	2	
"Niue"	0	0	0	0	0	0	0	0		1	
"South Sudan"	0	0	0	0	0	0	1	0	3	1	
"Burundi"	0	0	0	0	0	0	0	0		1	
"Congo, Democratic Republic of the"	38	0	3	0	0	0	64	17	34	1	
"Mongolia"	905	405	4	1	136	4	1216	28	53	1	
"Fiji"	7	60	6	0	0	1	0	0	2	0	
"Micronesia, Federated States of"	0	0	0	0	0	0	0	0		0	
"Equatorial Guinea"	102	0	1	1	1	1	4	1	23		
"Korea, Democratic People's Republic of"	1	0	91	0	0	34	0	0			
"Western Sahara"	0	0	0	0	0	0	0	6			
"Wallis and Futuna Islands"	0	0	0	0	0	0	0	1			
"Solomon Islands"	0	0	0	0	0	0	1	0			
"Cabo Verde"	74	18	2	0	0	0	2	22	3		
"Cook Islands"	0	0	0	0	0	15	0	0	1		
"Djibouti"	0	0	0	0	0	0	1	2	1		
"Grenada"	0	0	0	0	0	0	166	0	120		
"Mauritania"	49	722	0	38	53	0	87	0			
"Vanuatu"	0	0	0	0	0	0	0	8			
"Papua New Guinea"	837	411	24	0	0	0	115	3	42		
"Guinea-Bissau"	0	0	0	0	0	0	0	0	2		
"Saint Lucia"	7	0	0	0	2	0	2	5	33		
"Saint Vincent and the Grenadines"	0	0	0	0	0	0	0	0	73		
"Tonga"	0	0	0	0	0	0	0	0	4		
